//№(ID)	Название 	Модель 	Пропеллер 1	Пропеллер 2	Пропеллер 3	Пропеллер 4	Цена 	Прочность судна	 Время восстановление судна	Защита судна 	Только судноresistЧастое кол-во	Атака судна	Нападение с расстояния	Добавление временной бомбы	Удаление диапазона 	Грузовая вместимость трюма 	Пополнение топлива 	Потребление топлива   Скорость полета снарядов 	 Скорость корабля 	Описание 	(Реквизит уровня) 	Примечания 
0040	Движитель ковчега 01	2003000004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0041	Движитель ковчега 02	2003000005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0042	Движитель ковчега 03	2003000006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0043	Корпус особого тату	2004000000	0	0	0	0	0	2280	0	46	10	0	0	0	0	0	0	200	1	0	0	0	0
0044	Стальной корпус	2004020000	0	0	0	0	11812	2925	0	57	15	0	0	0	0	0	0	200	1	0	0	0	0
0045	Биочешуя летучей рыбки	2004010000	0	0	0	0	19950	3595	0	68	20	0	0	0	0	0	0	200	1	0	0	0	0
0046	Черный понтон	2004030000	0	0	0	0	6300	2795	0	62	15	0	0	0	0	0	0	200	1	0	0	0	0
0047	Двойной понтон	2004050000	0	0	0	0	11812	3766	0	82	20	0	0	0	0	0	0	200	1	0	0	0	0
0048	Биочешуя меч-рыбы	2004040000	0	0	0	0	19950	4860	0	88	25	0	0	0	0	0	0	200	1	0	0	0	0
0049	Низкоур. лодка 7	2004060000	0	0	0	0	0	0	0	10	10	0	0	0	0	0	0	0	0	0	0	0	0
0050	Судно 8	2004070000	0	0	0	0	0	0	0	10	10	0	0	0	0	0	0	0	0	0	0	0	0
0051	Судно 9	2004080000	0	0	0	0	0	0	0	10	10	0	0	0	0	0	0	0	0	0	0	0	0
0052	Судно 10	2004090000	0	0	0	0	0	0	0	10	10	0	0	0	0	0	0	0	0	0	0	0	0
0053	Скорострельная пушка	0	0	0	0	0	0	0	0	0	0	167	250	0	70	0	0	0	0	0	0	0	0
0054	350-мм пушка	0	0	0	0	0	0	0	0	0	0	185	278	0	73	0	0	0	0	0	0	0	0
0055	406-мм пушка	0	0	0	0	0	0	0	0	0	0	204	307	0	79	0	0	0	0	0	0	0	0
0056	500-мм галерная пушка	0	0	0	0	0	2025	0	0	0	0	215	322	0	85	0	0	0	0	0	0	0	0
0057	800-мм пушка	0	0	0	0	0	2265	0	0	0	0	235	352	0	88	0	0	0	0	0	0	0	0
0058	Титановая пушка	0	0	0	0	0	2802	0	0	0	0	255	383	0	94	0	0	0	0	0	0	0	0
0059	Громовая пушка	0	0	0	0	0	3420	0	0	0	0	265	398	0	100	0	0	0	0	0	0	0	0
0060	ОСМ Бронебойная пушка	0	0	0	0	0	3760	0	0	0	0	287	430	0	103	0	0	0	0	0	0	0	0
0061	ОСМ Спаренная пушка	0	0	0	0	0	4510	0	0	0	0	307	461	0	109	0	0	0	0	0	0	0	0
0062	ОСМ Бронебойная пушка	0	0	0	0	0	5355	0	0	0	0	318	477	0	115	0	0	0	0	0	0	0	0
0063	Пушка 11	0	0	0	0	0	5814	0	0	0	0	340	511	0	118	0	0	0	0	0	0	0	0
0064	Пушка 12	0	0	0	0	0	6812	0	0	0	0	362	543	0	124	0	0	0	0	0	0	0	0
0065	Пушка 13	0	0	0	0	0	7920	0	0	0	0	373	560	0	130	0	0	0	0	0	0	0	0
0066	Пушка 14	0	0	0	0	0	8516	0	0	0	0	396	594	0	100	0	0	0	0	0	0	0	0
0067	Пушка 15	0	0	0	0	0	9798	0	0	0	0	419	629	0	139	0	0	0	0	0	0	0	0
0068	Пушка 16	0	0	0	0	0	11205	0	0	0	0	430	646	0	145	0	0	0	0	0	0	0	0
0069	Пушка 17	0	0	0	0	0	11956	0	0	0	0	455	682	0	148	0	0	0	0	0	0	0	0
0070	Пушка 18	0	0	0	0	0	13559	0	0	0	0	478	717	0	154	0	0	0	0	0	0	0	0
0071	Счетверенная пушка	0	0	0	0	0	1080	0	0	0	0	138	207	0	70	0	0	0	0	0	0	0	0
0072	Бронебойная пушка	0	0	0	0	0	1237	0	0	0	0	151	227	0	73	0	0	0	0	0	0	0	0
0073	Рыболовная сеть	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0074	Механическая рука	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0075	Легкий доспех	0	0	0	0	0	1292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0076	Составной доспех	0	0	0	0	0	1464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0077	Деталь 5	0	0	0	0	0	1652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0078	Деталь 6	0	0	0	0	0	1856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0079	Деталь 7	0	0	0	0	0	2076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0080	Деталь 8	0	0	0	0	0	2313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0081	Деталь 9	0	0	0	0	0	2568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0082	Деталь 10	0	0	0	0	0	2842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0083	Деталь 11	0	0	0	0	0	3135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0084	Деталь 12	0	0	0	0	0	3447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0085	Деталь 13	0	0	0	0	0	3780	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0086	Деталь 14	0	0	0	0	0	4134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0087	Деталь 15	0	0	0	0	0	4510	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0088	Деталь 16	0	0	0	0	0	4908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0089	Деталь 17	0	0	0	0	0	5330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0090	Деталь 18	0	0	0	0	0	5775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0091	Деталь 19	0	0	0	0	0	6244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0092	Деталь 20	0	0	0	0	0	6739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0093	Нос низкоуровневой лодки 1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0094	Нос низкоуровневой лодки 2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0095	Нос низкоуровневой лодки 3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0096	Нос низкоуровневой лодки 4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0097	Судовой лук 5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0098	Судовой лук 6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0099	Судовой лук 7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0100	Нос судна 8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0101	Нос 9 Судна	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0102	Судно 10 нос	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0103	Мобильность низкоуровневой лодки 1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0104	Лодка 2, малая маневренность	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0105	Лодка 3, малая маневренность	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0106	Лодка 4, малая маневренность	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0107	Лодка 5, малая маневренность	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0108	Лодка 6, малая маневренность	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0109	Лодка 7, малая маневренность	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0110	Лодка 8, малая маневренность	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0111	Подвижность судна 9		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0112	Двигатель 10 Судна	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0113	Усовершенствованный лук	0	0	0	0	0	2749	0	0	0	0	0	0	0	0	0	0	1000	0	0	0	0	0
0114	Лук наивысшего качества	0	0	0	0	0	3280	0	0	0	0	0	0	0	0	0	0	1100	0	0	0	0	0
0115	Сталкивающий лук	2000000001	0	0	0	0	3570	0	0	0	0	0	0	0	0	0	0	1200	0	0	0	0	0
0116	Лук 11	2000000001	0	0	0	0	4200	0	0	0	0	0	0	0	0	0	0	1200	0	0	0	0	0
0117	Лук 12	2000000001	0	0	0	0	4901	0	0	0	0	0	0	0	0	0	0	1200	0	0	0	0	0
0118	Лук 13	2000010001	0	0	0	0	5280	0	0	0	0	0	0	0	0	0	0	2100	0	0	0	0	0
0119	Лук 14	2000010001	0	0	0	0	6095	0	0	0	0	0	0	0	0	0	0	2100	0	0	0	0	0
0120	Лук 15	2000010001	0	0	0	0	6990	0	0	0	0	0	0	0	0	0	0	2100	0	0	0	0	0
0121	Лук 16	2000020001	0	0	0	0	7470	0	0	0	0	0	0	0	0	0	0	2100	0	0	0	0	0
0122	Лук 17	2000020001	0	0	0	0	8493	0	0	0	0	0	0	0	0	0	0	2100	0	0	0	0	0
0123	Лук 18	2000020001	0	0	0	0	9607	0	0	0	0	0	0	0	0	0	0	2100	0	0	0	0	0
0124	Маленький лук	0	0	0	0	0	720	0	0	0	0	0	0	0	0	0	0	300	0	0	0	0	0
0125	Средний лук		0	0	0	0	0	939	0	0	0	0	0	0	0	0	0	0	330	0	0	0	0	0
0126	Большой лук	0	0	0	0	0	1201	0	0	0	0	0	0	0	0	0	0	360	0	0	0	0	0
0127	Легкий военный	0	0	0	0	0	1350	0	0	0	0	0	0	0	0	0	0	400	0	0	0	0	0
0128	Средний флотский	0	0	0	0	0	1682	0	0	0	0	0	0	0	0	0	0	430	0	0	0	0	0
0129	Флотский	0	0	0	0	0	2067	0	0	0	0	0	0	0	0	0	0	460	0	0	0	0	0
0130	Легкий корабельный	0	0	0	0	0	2280	0	0	0	0	0	0	0	0	0	0	1000	0	0	0	0	0
0131	Средний галерный	0	0	0	0	0	2749	0	0	0	0	0	0	0	0	0	0	1060	0	0	0	0	0
0132	Галерный	0	0	0	0	0	3280	0	0	0	0	0	0	0	0	0	0	1130	0	0	0	0	0
0133	Бритвенный	2001000001	0	0	0	0	3570	0	0	0	0	0	0	0	0	0	0	1200	0	0	0	0	0
0134	Лук 29	2001000001	0	0	0	0	4200	0	0	0	0	0	0	0	0	0	0	1200	0	0	0	0	0
0135	Лук 30	2001000001	0	0	0	0	4901	0	0	0	0	0	0	0	0	0	0	1200	0	0	0	0	0
0136	Лук 31	2001010001	0	0	0	0	5280	0	0	0	0	0	0	0	0	0	0	2100	0	0	0	0	0
0137	Лук 32	2001010001	0	0	0	0	6095	0	0	0	0	0	0	0	0	0	0	2100	0	0	0	0	0
0138	Лук 33	2001010001	0	0	0	0	6990	0	0	0	0	0	0	0	0	0	0	2100	0	0	0	0	0
0139	Одиночная треугольная загородка	2002000001	0	0	0	0	7470	0	0	0	0	0	0	0	0	0	0	2100	0	0	0	0	0
0140	Лук 35	2002000001	0	0	0	0	8493	0	0	0	0	0	0	0	0	0	0	2100	0	0	0	0	0
0141	Лук 36	2002000001	0	0	0	0	9607	0	0	0	0	0	0	0	0	0	0	2100	0	0	0	0	0
0142	Устройство 8	2000000002	0022	0	0	0	5677	0	0	0	0	0	0	0	0	0	0	0	0	0	535	0	0
0143	Устройство 9	2000010002	0023	0024	0025	0026	6600	0	0	0	0	0	0	0	0	0	0	0	0	0	540	0	0
0144	Устройство 10	2000010002	0023	0024	0025	0026	7618	0	0	0	0	0	0	0	0	0	0	0	0	0	545	0	0
0145	Устройство 11	2000020002	0027	0028	0	0	9337	0	0	0	0	0	0	0	0	0	0	0	0	0	550	0	0
0146	Биопонтон 10	0	0	0	0	0	900	0	0	0	0	0	0	0	0	0	0	0	0	0	450	0	0
0147	Био буй  - тип 20	0	0	0	0	0	1331	0	0	0	0	0	0	0	0	0	0	0	0	0	455	0	0
0148	Скоростной парус	0	0	0	0	0	1687	0	0	0	0	0	0	0	0	0	0	0	0	0	450	0	0
0149	Тихоходный парусник	0	0	0	0	0	2335	0	0	0	0	0	0	0	0	0	0	0	0	0	455	0	0
0150	Биоудар 100	0	0	0	0	0	2850	0	0	0	0	0	0	0	0	0	0	0	0	0	450	0	0
0151	Биомусор 110	0	0	0	0	0	3758	0	0	0	0	0	0	0	0	0	0	0	0	0	460	0	0
0152	Сдвоенная гидросистема	2001000002	0029	0030	0031	0	4462	0	0	0	0	0	0	0	0	0	0	0	0	0	555	0	0
0153	Устройство 19	2001000002	0029	0030	0031	0	5677	0	0	0	0	0	0	0	0	0	0	0	0	0	560	0	0
0154	Устройство 20	2001010002	0032	0033	0034	0035	6600	0	0	0	0	0	0	0	0	0	0	0	0	0	565	0	0
0155	Устройство 21	2001010002	0032	0033	0034	0035	7618	0	0	0	0	0	0	0	0	0	0	0	0	0	570	0	0
0156	Грибной винт	2002000002	0036	0037	0038	0039	9337	0	0	0	0	0	0	0	0	0	0	0	0	0	575	0	0
0157	ОСМ Осколочная пушка	0	0	0	0	0	1598	0	0	0	0	164	246	0	79	0	0	0	0	0	0	0	0
0158	ОСМ Спаренная пушка	0	0	0	0	0	2025	0	0	0	0	170	256	0	85	0	0	0	0	0	0	0	0
0159	Счетверенная пушка	0	0	0	0	0	2265	0	0	0	0	183	275	0	88	0	0	0	0	0	0	0	0
0160	Плавящая пушка	0	0	0	0	0	2802	0	0	0	0	196	294	0	94	0	0	0	0	0	0	0	0
0161	ОСМ Бронебойная пушка	0	0	0	0	0	3420	0	0	0	0	202	303	0	100	0	0	0	0	0	0	0	0
0162	Эсминец	0	0	0	0	0	3760	0	0	0	0	215	322	0	103	0	0	0	0	0	0	0	0
0163	Поглотитель	0	0	0	0	0	4510	0	0	0	0	227	341	0	109	0	0	0	0	0	0	0	0
0164	ОСМ Осколочная пушка	0	0	0	0	0	5355	0	0	0	0	233	349	0	115	0	0	0	0	0	0	0	0
0165	Пушка 29	0	0	0	0	0	5814	0	0	0	0	246	369	0	118	0	0	0	0	0	0	0	0
0166	Пушка 30	0	0	0	0	0	6812	0	0	0	0	257	386	0	124	0	0	0	0	0	0	0	0
0167	Пушка 31	0	0	0	0	0	7920	0	0	0	0	264	396	0	130	0	0	0	0	0	0	0	0
0168	Пушка 32	0	0	0	0	0	8516	0	0	0	0	276	415	0	100	0	0	0	0	0	0	0	0
0169	Пушка 33	0	0	0	0	0	9798	0	0	0	0	288	432	0	139	0	0	0	0	0	0	0	0
0170	500-мм галерная пушка	0	0	0	0	0	11205	0	0	0	0	294	441	0	145	0	0	0	0	0	0	0	0
0171	Пушка 35	0	0	0	0	0	11956	0	0	0	0	306	459	0	148	0	0	0	0	0	0	0	0
0172	Пушка 36	0	0	0	0	0	13559	0	0	0	0	318	478	0	154	0	0	0	0	0	0	0	0
0173	Деталь 21	0	0	0	0	0	7260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0174	Деталь 22	0	0	0	0	0	7806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0175	Деталь 23	0	0	0	0	0	8380	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0176	Деталь 24	0	0	0	0	0	8982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0177	Деталь 25	0	0	0	0	0	9612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0178	Деталь 26	0	0	0	0	0	10271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0179	Деталь 27	0	0	0	0	0	10959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0180	Деталь 28	0	0	0	0	0	11679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0181	Деталь 29	0	0	0	0	0	12429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0182	Деталь 30	0	0	0	0	0	13210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0183	Деталь 31	0	0	0	0	0	990	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0184	Деталь 32	0	0	0	0	0	1134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0185	Деталь 33	0	0	0	0	0	1292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0186	Деталь 34	0	0	0	0	0	1464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0187	Деталь 35	0	0	0	0	0	1652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0188	Деталь 36	0	0	0	0	0	1856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0189	Деталь 37	0	0	0	0	0	2076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0190	Деталь 38	0	0	0	0	0	2313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0191	Деталь 39	0	0	0	0	0	2568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0192	Деталь 40	0	0	0	0	0	2842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0193	Деталь 41	0	0	0	0	0	3135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0194	Деталь 42	0	0	0	0	0	3447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0195	Деталь 43	0	0	0	0	0	3780	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0196	Деталь 44	0	0	0	0	0	4134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0197	Деталь 45	0	0	0	0	0	4510	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0198	Деталь 46	0	0	0	0	0	4908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0199	Деталь 47	0	0	0	0	0	5330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0200	Деталь 48	0	0	0	0	0	5775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0201	Деталь 49	0	0	0	0	0	6244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0202	Деталь 50	0	0	0	0	0	6739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0203	Деталь 51	0	0	0	0	0	7260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0204	Деталь 52	0	0	0	0	0	7806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0205	Деталь 53	0	0	0	0	0	8380	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0206	Деталь 54	0	0	0	0	0	8982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0207	Деталь 55	0	0	0	0	0	9612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0208	Деталь 56	0	0	0	0	0	10271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0209	Деталь 57	0	0	0	0	0	10959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0210	Деталь 58	0	0	0	0	0	11679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0211	Деталь 59	0	0	0	0	0	12429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0212	Деталь 60	0	0	0	0	0	13210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
